CHAR_1,CHAR_2,CHAR_3,CHAR_5,CHAR_6,CHAR_7,FIRST_2,FIRST_3,FIRST_5,FIRST_6,FIRST_7,LEFTHAND_TEXT,CHAR_5_TEXT,CHAR_6_TEXT,CHAR_7_TEXT,Combined Text,PartSpecific,Part,Area,Type,Extra,Complete,Notes
G,1,2,1,.,.,G1,G12,G12.1,G12.1,G12.1,Spinal muscular atrophy & related syndromes,atrophy inherited muscular spinal,.,.,atrophy inherited muscular spinal . .,other,-,.,nervous,.,y,.
G,1,2,9,.,.,G1,G12,G12.9,G12.9,G12.9,Spinal muscular atrophy & related syndromes,atrophy muscular spinal,.,.,atrophy muscular spinal . .,other,-,.,nervous,.,y,.
G,1,4,NA,.,.,G1,G14,G14,G14,G14,Spinal muscular atrophy & related syndromes,postpolio syndrome,.,.,postpolio syndrome . .,other,-,.,nervous,.,y,.
G,2,4,1,.,.,G2,G24,G24.1,G24.1,G24.1,Dystonia,dystonia genetic torsion,.,.,dystonia genetic torsion . .,other,-,.,nervous,.,y,.
G,2,4,9,.,.,G2,G24,G24.9,G24.9,G24.9,Dystonia,dystonia,.,.,dystonia . .,other,-,.,nervous,.,y,.
G,2,5,8,9,.,G2,G25,G25.8,G25.89,G25.89,Other extrapyramidal & movement disorders,syndrome,disorders extrapyramidal movement,.,syndrome disorders extrapyramidal movement .,other,-,.,nervous,.,y,.
G,3,1,8,2,.,G3,G31,G31.8,G31.82,G31.82,Other degenerative diseases of nervous system,disease,leighs,.,disease leighs .,other,-,.,nervous,.,y,.
G,3,1,8,9,.,G3,G31,G31.8,G31.89,G31.89,Other degenerative diseases of nervous system,disease,degenerative diseases nervous system,.,disease degenerative diseases nervous system .,other,-,.,nervous,.,y,.
G,3,7,3,.,.,G3,G37,G37.3,G37.3,G37.3,Other demyelinating diseases of central nervous system,acute central demyelinating disease myelitis nervous system transverse,.,.,acute central demyelinating disease myelitis nervous system transverse . .,other,-,.,nervous,.,y,.
G,4,0,3,1,9,G4,G40,G40.3,G40.31,G40.319,Epilepsy,epilepsy epileptic epilepticus generalized idiopathic intractable status syndromes,.,.,epilepsy epileptic epilepticus generalized idiopathic intractable status syndromes . .,other,-,.,nervous,.,y,.
G,4,0,8,0,2,G4,G40,G40.8,G40.80,G40.802,Epilepsy,epilepticus intractable status,epilepsy,.,epilepticus intractable status epilepsy .,other,-,.,nervous,.,y,.
G,4,0,8,1,2,G4,G40,G40.8,G40.81,G40.812,Epilepsy,epilepticus intractable status,lennoxgastaut syndrome,.,epilepticus intractable status lennoxgastaut syndrome .,other,-,.,nervous,.,y,.
G,4,0,8,1,4,G4,G40,G40.8,G40.81,G40.814,Epilepsy,epilepticus intractable status,lennoxgastaut syndrome,.,epilepticus intractable status lennoxgastaut syndrome .,other,-,.,nervous,.,y,.
G,4,0,8,2,2,G4,G40,G40.8,G40.82,G40.822,Epilepsy,epilepticus intractable status,epileptic spasms,.,epilepticus intractable status epileptic spasms .,other,-,.,nervous,.,y,.
G,4,3,1,0,9,G4,G43,G43.1,G43.10,G43.109,Migraine,aura intractable migraine migrainosus status,.,.,aura intractable migraine migrainosus status . .,other,-,.,nervous,.,y,.
G,4,3,7,0,9,G4,G43,G43.7,G43.70,G43.709,Migraine,aura chronic intractable migraine migrainosus status,.,.,aura chronic intractable migraine migrainosus status . .,other,-,.,nervous,.,y,.
G,4,3,9,0,9,G4,G43,G43.9,G43.90,G43.909,Migraine,intractable migraine migrainosus status,.,.,intractable migraine migrainosus status . .,other,-,.,nervous,.,y,.
G,4,3,D,0,.,G4,G43,G43.D,G43.D0,G43.D0,Migraine,abdominal intractable migraine,.,.,abdominal intractable migraine . .,other,-,.,nervous,.,y,.
G,4,4,1,.,.,G4,G44,G44.1,G44.1,G44.1,Other headache syndromes,classified headache vascular,.,.,classified headache vascular . .,other,-,.,nervous,.,y,.
G,4,4,2,1,9,G4,G44,G44.2,G44.21,G44.219,Other headache syndromes,headache intractable tensiontype,episodic,.,headache intractable tensiontype episodic .,other,-,.,nervous,.,y,.
G,4,4,2,2,9,G4,G44,G44.2,G44.22,G44.229,Other headache syndromes,headache intractable tensiontype,chronic,.,headache intractable tensiontype chronic .,other,-,.,nervous,.,y,.
G,4,4,3,0,9,G4,G44,G44.3,G44.30,G44.309,Other headache syndromes,headache intractable posttraumatic,.,.,headache intractable posttraumatic . .,other,-,.,nervous,.,y,.
G,4,4,3,2,1,G4,G44,G44.3,G44.32,G44.321,Other headache syndromes,headache intractable posttraumatic,chronic,.,headache intractable posttraumatic chronic .,other,-,.,nervous,.,y,.
G,4,4,3,2,9,G4,G44,G44.3,G44.32,G44.329,Other headache syndromes,headache intractable posttraumatic,chronic,.,headache intractable posttraumatic chronic .,other,-,.,nervous,.,y,.
G,4,7,0,0,.,G4,G47,G47.0,G47.00,G47.00,Sleep disorders,insomnia,.,.,insomnia . .,other,-,.,nervous,.,y,.
G,4,7,3,0,.,G4,G47,G47.3,G47.30,G47.30,Sleep disorders,sleep,apnea,.,sleep apnea .,other,-,.,nervous,.,y,.
G,4,7,3,3,.,G4,G47,G47.3,G47.33,G47.33,Sleep disorders,sleep,adult apnea obstructive pediatric,.,sleep adult apnea obstructive pediatric .,other,-,.,nervous,.,y,.
G,4,7,3,5,.,G4,G47,G47.3,G47.35,G47.35,Sleep disorders,sleep,alveolar central congenital hypoventilation syndrome,.,sleep alveolar central congenital hypoventilation syndrome .,other,-,.,nervous,.,y,.
G,4,7,9,.,.,G4,G47,G47.9,G47.9,G47.9,Sleep disorders,disorder sleep,.,.,disorder sleep . .,other,-,.,nervous,.,y,.
G,5,2,7,.,.,G5,G52,G52.7,G52.7,G52.7,Disorders of other cranial nerves,cranial disorders multiple nerves,.,.,cranial disorders multiple nerves . .,other,-,.,nervous,.,y,.
G,5,4,0,.,.,G5,G54,G54.0,G54.0,G54.0,Nerve root & plexus disorders,brachial disorders plexus,.,.,brachial disorders plexus . .,other,-,.,nervous,.,y,.
G,5,6,0,3,.,G5,G56,G56.0,G56.03,G56.03,Mononeuropathies of upper limb,carpal syndrome tunnel upper,bilateral limbs,.,carpal syndrome tunnel upper bilateral limbs .,other,-,.,nervous,.,y,.
G,5,6,1,1,.,G5,G56,G56.1,G56.11,G56.11,Mononeuropathies of upper limb,lesions median nerve upper,limb right,.,lesions median nerve upper limb right .,other,-,.,nervous,.,y,.
G,5,6,1,2,.,G5,G56,G56.1,G56.12,G56.12,Mononeuropathies of upper limb,lesions median nerve upper,left limb,.,lesions median nerve upper left limb .,other,-,.,nervous,.,y,.
G,5,6,2,1,.,G5,G56,G56.2,G56.21,G56.21,Mononeuropathies of upper limb,lesion nerve ulnar upper,limb right,.,lesion nerve ulnar upper limb right .,other,-,.,nervous,.,y,.
G,5,6,2,2,.,G5,G56,G56.2,G56.22,G56.22,Mononeuropathies of upper limb,lesion nerve ulnar upper,left limb,.,lesion nerve ulnar upper left limb .,other,-,.,nervous,.,y,.
G,5,6,3,1,.,G5,G56,G56.3,G56.31,G56.31,Mononeuropathies of upper limb,lesion nerve radial upper,limb right,.,lesion nerve radial upper limb right .,other,-,.,nervous,.,y,.
G,5,6,3,2,.,G5,G56,G56.3,G56.32,G56.32,Mononeuropathies of upper limb,lesion nerve radial upper,left limb,.,lesion nerve radial upper left limb .,other,-,.,nervous,.,y,.
G,5,7,0,1,.,G5,G57,G57.0,G57.01,G57.01,Mononeuropathies of lower limb,lesion lower nerve sciatic,limb right,.,lesion lower nerve sciatic limb right .,other,-,.,nervous,.,y,.
G,5,7,0,2,.,G5,G57,G57.0,G57.02,G57.02,Mononeuropathies of lower limb,lesion lower nerve sciatic,left limb,.,lesion lower nerve sciatic left limb .,other,-,.,nervous,.,y,.
G,5,7,2,2,.,G5,G57,G57.2,G57.22,G57.22,Mononeuropathies of lower limb,femoral lesion lower nerve,left limb,.,femoral lesion lower nerve left limb .,other,-,.,nervous,.,y,.
G,5,7,6,2,.,G5,G57,G57.6,G57.62,G57.62,Mononeuropathies of lower limb,lesion lower nerve plantar,left limb,.,lesion lower nerve plantar left limb .,other,-,.,nervous,.,y,.
G,5,7,8,1,.,G5,G57,G57.8,G57.81,G57.81,Mononeuropathies of lower limb,lower mononeuropathies,limb right,.,lower mononeuropathies limb right .,other,-,.,nervous,.,y,.
G,5,7,8,2,.,G5,G57,G57.8,G57.82,G57.82,Mononeuropathies of lower limb,lower mononeuropathies,left limb,.,lower mononeuropathies left limb .,other,-,.,nervous,.,y,.
G,5,8,8,.,.,G5,G58,G58.8,G58.8,G58.8,Other mononeuropathies,mononeuropathies,.,.,mononeuropathies . .,other,-,.,nervous,.,y,.
G,5,8,9,.,.,G5,G58,G58.9,G58.9,G58.9,Other mononeuropathies,mononeuropathy,.,.,mononeuropathy . .,other,-,.,nervous,.,y,.
G,6,0,0,.,.,G6,G60,G60.0,G60.0,G60.0,Hereditary & idiopathic neuropathy,hereditary motor neuropathy sensory,.,.,hereditary motor neuropathy sensory . .,other,-,.,nervous,.,y,.
G,6,0,9,.,.,G6,G60,G60.9,G60.9,G60.9,Hereditary & idiopathic neuropathy,hereditary idiopathic neuropathy,.,.,hereditary idiopathic neuropathy . .,other,-,.,nervous,.,y,.
G,6,1,0,.,.,G6,G61,G61.0,G61.0,G61.0,Inflammatory polyneuropathy,guillainbarre syndrome,.,.,guillainbarre syndrome . .,other,-,.,nervous,.,y,.
G,7,0,9,.,.,G7,G70,G70.9,G70.9,G70.9,Myasthenia gravis & other myoneural disorders,disorder myoneural,.,.,disorder myoneural . .,other,-,.,nervous,.,y,.
G,7,1,1,1,.,G7,G71,G71.1,G71.11,G71.11,Primary disorders of muscles,myotonic,dystrophy muscular,.,myotonic dystrophy muscular .,other,-,.,nervous,.,y,.
G,7,1,2,.,.,G7,G71,G71.2,G71.2,G71.2,Primary disorders of muscles,congenital myopathies,.,.,congenital myopathies . .,other,-,.,nervous,.,y,.
G,7,1,3,.,.,G7,G71,G71.3,G71.3,G71.3,Primary disorders of muscles,classified mitochondrial myopathy,.,.,classified mitochondrial myopathy . .,other,-,.,nervous,.,y,.
G,7,2,8,1,.,G7,G72,G72.8,G72.81,G72.81,Other myopathies,critical illness myopathies myopathy,.,.,critical illness myopathies myopathy . .,other,-,.,nervous,.,y,.
G,7,2,8,9,.,G7,G72,G72.8,G72.89,G72.89,Other myopathies,critical illness myopathies myopathy,.,.,critical illness myopathies myopathy . .,other,-,.,nervous,.,y,.
G,7,2,9,.,.,G7,G72,G72.9,G72.9,G72.9,Other myopathies,myopathy,.,.,myopathy . .,other,-,.,nervous,.,y,.
G,8,0,0,.,.,G8,G80,G80.0,G80.0,G80.0,Infantile cerebral palsy,cerebral palsy quadriplegic spastic,.,.,cerebral palsy quadriplegic spastic . .,other,-,.,nervous,.,y,.
G,8,0,1,.,.,G8,G80,G80.1,G80.1,G80.1,Infantile cerebral palsy,cerebral diplegic palsy spastic,.,.,cerebral diplegic palsy spastic . .,other,-,.,nervous,.,y,.
G,8,0,2,.,.,G8,G80,G80.2,G80.2,G80.2,Infantile cerebral palsy,cerebral hemiplegic palsy spastic,.,.,cerebral hemiplegic palsy spastic . .,other,-,.,nervous,.,y,.
G,8,0,3,.,.,G8,G80,G80.3,G80.3,G80.3,Infantile cerebral palsy,athetoid cerebral palsy,.,.,athetoid cerebral palsy . .,other,-,.,nervous,.,y,.
G,8,0,4,.,.,G8,G80,G80.4,G80.4,G80.4,Infantile cerebral palsy,ataxic cerebral palsy,.,.,ataxic cerebral palsy . .,other,-,.,nervous,.,y,.
G,8,0,8,.,.,G8,G80,G80.8,G80.8,G80.8,Infantile cerebral palsy,cerebral palsy,.,.,cerebral palsy . .,other,-,.,nervous,.,y,.
G,8,0,9,.,.,G8,G80,G80.9,G80.9,G80.9,Infantile cerebral palsy,cerebral palsy,.,.,cerebral palsy . .,other,-,.,nervous,.,y,.
G,8,1,0,0,.,G8,G81,G81.0,G81.00,G81.00,Hemiplegia,affecting flaccid hemiplegia,.,.,affecting flaccid hemiplegia . .,other,-,.,nervous,.,y,.
G,8,1,0,3,.,G8,G81,G81.0,G81.03,G81.03,Hemiplegia,affecting flaccid hemiplegia,nondominant right,.,affecting flaccid hemiplegia nondominant right .,other,-,.,nervous,.,y,.
G,8,1,1,0,.,G8,G81,G81.1,G81.10,G81.10,Hemiplegia,affecting hemiplegia spastic,.,.,affecting hemiplegia spastic . .,other,-,.,nervous,.,y,.
G,8,1,1,1,.,G8,G81,G81.1,G81.11,G81.11,Hemiplegia,affecting hemiplegia spastic,dominant right,.,affecting hemiplegia spastic dominant right .,other,-,.,nervous,.,y,.
G,8,1,1,4,.,G8,G81,G81.1,G81.14,G81.14,Hemiplegia,affecting hemiplegia spastic,left nondominant,.,affecting hemiplegia spastic left nondominant .,other,-,.,nervous,.,y,.
G,8,1,9,0,.,G8,G81,G81.9,G81.90,G81.90,Hemiplegia,affecting hemiplegia,.,.,affecting hemiplegia . .,other,-,.,nervous,.,y,.
G,8,1,9,1,.,G8,G81,G81.9,G81.91,G81.91,Hemiplegia,affecting hemiplegia,dominant right,.,affecting hemiplegia dominant right .,other,-,.,nervous,.,y,.
G,8,1,9,4,.,G8,G81,G81.9,G81.94,G81.94,Hemiplegia,affecting hemiplegia,left nondominant,.,affecting hemiplegia left nondominant .,other,-,.,nervous,.,y,.
G,8,2,2,0,.,G8,G82,G82.2,G82.20,G82.20,Paraplegia & tetraplegia,paraplegia,.,.,paraplegia . .,other,-,.,nervous,.,y,.
G,8,2,2,2,.,G8,G82,G82.2,G82.22,G82.22,Paraplegia & tetraplegia,paraplegia,incomplete,.,paraplegia incomplete .,other,-,.,nervous,.,y,.
G,8,2,5,0,.,G8,G82,G82.5,G82.50,G82.50,Paraplegia & tetraplegia,quadriplegia,.,.,quadriplegia . .,other,-,.,nervous,.,y,.
G,8,2,5,1,.,G8,G82,G82.5,G82.51,G82.51,Paraplegia & tetraplegia,quadriplegia,c1c4 complete,.,quadriplegia c1c4 complete .,other,-,.,nervous,.,y,.
G,8,3,0,.,.,G8,G83,G83.0,G83.0,G83.0,Other paralytic syndromes,diplegia limbs upper,.,.,diplegia limbs upper . .,other,-,.,nervous,.,y,.
G,8,3,1,0,.,G8,G83,G83.1,G83.10,G83.10,Other paralytic syndromes,affecting limb lower monoplegia,.,.,affecting limb lower monoplegia . .,other,-,.,nervous,.,y,.
G,8,3,1,1,.,G8,G83,G83.1,G83.11,G83.11,Other paralytic syndromes,affecting limb lower monoplegia,dominant right,.,affecting limb lower monoplegia dominant right .,other,-,.,nervous,.,y,.
G,8,3,8,9,.,G8,G83,G83.8,G83.89,G83.89,Other paralytic syndromes,syndrome,paralytic syndromes,.,syndrome paralytic syndromes .,other,-,.,nervous,.,y,.
G,8,9,4,.,.,G8,G89,G89.4,G89.4,G89.4,Other paralytic syndromes,chronic pain syndrome,.,.,chronic pain syndrome . .,other,-,.,nervous,.,y,.
G,9,0,1,.,.,G9,G90,G90.1,G90.1,G90.1,Disorders of autonomic nervous system,dysautonomia familial rileyday,.,.,dysautonomia familial rileyday . .,other,-,.,nervous,.,y,.
G,9,0,5,0,.,G9,G90,G90.5,G90.50,G90.50,Disorders of autonomic nervous system,complex pain regional syndrome,.,.,complex pain regional syndrome . .,other,-,.,nervous,.,y,.
G,9,0,5,1,2,G9,G90,G90.5,G90.51,G90.512,Disorders of autonomic nervous system,complex pain regional syndrome,limb upper,.,complex pain regional syndrome limb upper .,other,-,.,nervous,.,y,.
G,9,1,9,.,.,G9,G91,G91.9,G91.9,G91.9,Hydrocephalus,hydrocephalus,.,.,hydrocephalus . .,other,-,.,nervous,.,y,.
G,9,3,1,.,.,G9,G93,G93.1,G93.1,G93.1,Other disorders of brain,anoxic brain classified damage,.,.,anoxic brain classified damage . .,other,-,.,nervous,.,y,.
G,9,3,4,9,.,G9,G93,G93.4,G93.49,G93.49,Other disorders of brain,encephalopathy,.,.,encephalopathy . .,other,-,.,nervous,.,y,.
G,9,3,5,.,.,G9,G93,G93.5,G93.5,G93.5,Other disorders of brain,brain compression,.,.,brain compression . .,other,-,.,nervous,.,y,.
G,9,5,0,.,.,G9,G95,G95.0,G95.0,G95.0,Other diseases of spinal cord,syringobulbia syringomyelia,.,.,syringobulbia syringomyelia . .,other,-,.,nervous,.,y,.
M,2,4,0,2,1,M2,M24,M24.0,M24.02,M24.021,Other specific joint derangements,body loose,elbow,.,body loose elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,4,0,2,2,M2,M24,M24.0,M24.02,M24.022,Other specific joint derangements,body loose,elbow,.,body loose elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,4,2,2,2,M2,M24,M24.2,M24.22,M24.222,Other specific joint derangements,disorder ligament,elbow,.,disorder ligament elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,4,2,2,9,M2,M24,M24.2,M24.22,M24.229,Other specific joint derangements,disorder ligament,elbow,.,disorder ligament elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,4,4,2,1,M2,M24,M24.4,M24.42,M24.421,Other specific joint derangements,dislocation recurrent,elbow,.,dislocation recurrent elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,4,5,2,1,M2,M24,M24.5,M24.52,M24.521,Other specific joint derangements,contracture,elbow,.,contracture elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,4,5,2,2,M2,M24,M24.5,M24.52,M24.522,Other specific joint derangements,contracture,elbow,.,contracture elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,4,5,2,9,M2,M24,M24.5,M24.52,M24.529,Other specific joint derangements,contracture,elbow,.,contracture elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,5,0,2,1,M2,M25,M25.0,M25.02,M25.021,Other joint disorders,hemarthrosis,elbow,.,hemarthrosis elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,5,0,2,2,M2,M25,M25.0,M25.02,M25.022,Other joint disorders,hemarthrosis,elbow,.,hemarthrosis elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,5,3,2,1,M2,M25,M25.3,M25.32,M25.321,Other joint disorders,instability,elbow,.,instability elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,5,3,2,2,M2,M25,M25.3,M25.32,M25.322,Other joint disorders,instability,elbow,.,instability elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,5,4,2,1,M2,M25,M25.4,M25.42,M25.421,Other joint disorders,effusion,elbow,.,effusion elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,5,4,2,2,M2,M25,M25.4,M25.42,M25.422,Other joint disorders,effusion,elbow,.,effusion elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,5,5,2,1,M2,M25,M25.5,M25.52,M25.521,Other joint disorders,pain,elbow,.,pain elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,5,5,2,2,M2,M25,M25.5,M25.52,M25.522,Other joint disorders,pain,elbow,.,pain elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
M,2,5,6,2,1,M2,M25,M25.6,M25.62,M25.621,Other joint disorders,classified stiffness,elbow,.,classified stiffness elbow .,elbow,arm,arm,musculoskeletal,joint,y,.
I,0,0,NA,.,.,I0,I00,I00,I00,I00,Rheumatic fever without mention of heart involvement,fever heart involvement rheumatic,.,.,fever heart involvement rheumatic . .,other,-,.,circulatory,.,y,.
I,6,1,5,.,.,I6,I61,I61.5,I61.5,I61.5,Intracerebral hemorrhage,hemorrhage intracerebral intraventricular nontraumatic,.,.,hemorrhage intracerebral intraventricular nontraumatic . .,other,-,.,circulatory,.,y,.
I,6,1,9,.,.,I6,I61,I61.9,I61.9,I61.9,Intracerebral hemorrhage,hemorrhage intracerebral nontraumatic,.,.,hemorrhage intracerebral nontraumatic . .,other,-,.,circulatory,.,y,.
I,6,3,5,1,1,I6,I63,I63.5,I63.51,I63.511,Cerebral infarction,cerebral,due infarction middle occlusion stenosis,right,cerebral due infarction middle occlusion stenosis right,other,-,.,circulatory,.,y,.
I,6,3,9,.,.,I6,I63,I63.9,I63.9,I63.9,Cerebral infarction,cerebral infarction,.,.,cerebral infarction . .,other,-,.,circulatory,.,y,.
I,6,7,8,9,.,I6,I67,I67.8,I67.89,I67.89,Other cerebrovascular diseases,cerebrovascular,disease,.,cerebrovascular disease .,other,-,.,circulatory,.,y,.
I,6,9,3,5,1,I6,I69,I69.3,I69.35,I69.351,Sequelae of cerebrovascular disease,cerebral infarction,affecting hemiparesis hemiplegia,.,cerebral infarction affecting hemiparesis hemiplegia .,other,-,.,circulatory,.,y,.
I,6,9,3,5,4,I6,I69,I69.3,I69.35,I69.354,Sequelae of cerebrovascular disease,cerebral infarction,affecting hemiparesis hemiplegia,.,cerebral infarction affecting hemiparesis hemiplegia .,other,-,.,circulatory,.,y,.
I,6,9,3,5,9,I6,I69,I69.3,I69.35,I69.359,Sequelae of cerebrovascular disease,cerebral infarction,affecting hemiparesis hemiplegia,.,cerebral infarction affecting hemiparesis hemiplegia .,other,-,.,circulatory,.,y,.
I,6,9,9,5,9,I6,I69,I69.9,I69.95,I69.959,Sequelae of cerebrovascular disease,cerebrovascular disease,affecting hemiparesis hemiplegia,.,cerebrovascular disease affecting hemiparesis hemiplegia .,other,-,.,circulatory,.,y,.
I,7,2,1,.,.,I7,I72,I72.1,I72.1,I72.1,Other aneurysm,aneurysm artery extremity upper,.,.,aneurysm artery extremity upper . .,other,-,.,circulatory,.,y,.
I,7,3,0,0,.,I7,I73,I73.0,I73.00,I73.00,Other peripheral vascular diseases,gangrene raynauds syndrome,.,.,gangrene raynauds syndrome . .,other,-,.,circulatory,.,y,.
I,7,7,6,.,.,I7,I77,I77.6,I77.6,I77.6,Other disorders of arteries & arterioles,arteritis,.,.,arteritis . .,other,-,.,circulatory,.,y,.
I,9,9,8,.,.,I9,I99,I99.8,I99.8,I99.8,Other & unspecified disorders of circulatory system,circulatory disorder system,.,.,circulatory disorder system . .,other,-,.,circulatory,.,y,.
J,4,5,2,0,.,J4,J45,J45.2,J45.20,J45.20,Asthma,asthma intermittent mild,uncomplicated,.,asthma intermittent mild uncomplicated .,other,-,.,repiratory,.,y,.
J,4,5,9,9,0,J4,J45,J45.9,J45.99,J45.990,Asthma,asthma,bronchospasm cough exercise induced variant,.,asthma bronchospasm cough exercise induced variant .,other,-,.,repiratory,.,y,.
J,9,6,1,2,.,J9,J96,J96.1,J96.12,J96.12,Respiratory failure,chronic failure respiratory,hypercapnia,.,chronic failure respiratory hypercapnia .,other,-,.,repiratory,.,y,.
J,9,8,4,.,.,J9,J98,J98.4,J98.4,J98.4,Other respiratory disorders,disorders lung,.,.,disorders lung . .,other,-,.,repiratory,.,y,.
K,5,0,0,0,.,K5,K50,K50.0,K50.00,K50.00,Crohn's disease [regional enteritis],crohns disease intestine,complications,.,crohns disease intestine complications .,other,-,.,digestive,.,y,.
K,5,9,0,0,.,K5,K59,K59.0,K59.00,K59.00,Other functional intestinal disorders,constipation,.,.,constipation . .,other,-,.,digestive,.,y,.
L,0,2,2,1,2,L0,L02,L02.2,L02.21,L02.212,"Cutaneous abscess, furuncle, & carbuncle",abscess carbuncle cutaneous furuncle,wall,.,abscess carbuncle cutaneous furuncle wall .,other,-,.,skin,.,y,.
L,0,2,4,1,5,L0,L02,L02.4,L02.41,L02.415,"Cutaneous abscess, furuncle, & carbuncle",limb,abscess cutaneous,lower,limb abscess cutaneous lower,other,-,.,skin,.,y,.
